290311.79120873346,2758089.653746328,35R
293659.3044548563,2761651.0575909447,35R
304674.2156531487,2773387.7232609484,35R
289721.29875001754,2757461.694078275,35R
294536.0221914123,2762584.2123331325,35R
288729.90360678826,2756407.570888225,35R
262712.4389266305,2728822.3660757756,35R
295653.7923070375,2763774.1893053204,35R
280980.3402196814,2748175.2832385916,35R
273354.6975424498,2740087.7331140246,35R
295281.05248958414,2763377.3393810233,35R
291671.60096471384,2759536.0436977227,35R
292594.7877970644,2760518.2486046827,35R
292519.83699237957,2760438.4991121674,35R
292526.5107290107,2760445.6000799406,35R
293679.8354277371,2761672.908215291,35R
288072.4862050217,2755708.679118449,35R
279847.9283465155,2746973.4589669723,35R
292660.8053969098,2760588.4940005187,35R
262913.8626996525,2729035.351899175,35R
293572.9710078484,2761559.176008313,35R
301162.4567413256,2769642.8542661523,35R
293505.32010178466,2761487.1787610026,35R
292273.21197905124,2760176.0930206166,35R
291414.983019284,2759263.054720986,35R
295449.3627529646,2763556.532635683,35R
293028.7668661299,2760980.037939971,35R
270502.4732965322,2737066.058932197,35R
293337.16504319734,2761308.224797217,35R
271335.00083401566,2737947.8606829806,35R
300789.92955132644,2769245.7639972456,35R
292807.31485850585,2760744.389512738,35R
294028.9547442043,2762044.482178144,35R
305795.47040796635,2774584.0009454046,35R
292909.8797947173,2760853.5281057036,35R
306864.07856151846,2775724.377647309,35R
286161.1942108239,2753677.362030919,35R
288578.4743420135,2756246.57980836,35R
301633.1865431997,2770144.6675453465,35R
278633.8335911507,2745685.262830314,35R
264605.4587107153,2730824.3995271004,35R
292191.583416839,2760089.2442262378,35R
292619.12095575756,2760544.1399548315,35R
291050.31972122524,2758875.1531822104,35R
277786.4790254721,2744786.385279452,35R
292696.0213556065,2760625.965607695,35R
294470.2288205272,2762514.1775994124,35R
310227.2490091556,2779315.132686307,35R
293164.4884959664,2761124.465633958,35R
306683.6672591012,2775531.831405165,35R
290691.7982056578,2758493.8140782835,35R
293354.41191501846,2761326.578967354,35R
279631.8952804961,2746744.216436049,35R
291266.90197873267,2759105.5335660395,35R
291369.7991457712,2759214.9898664327,35R
302266.37762427866,2770819.7496035392,35R
283065.98277946614,2750389.5174798146,35R
293936.4671448494,2761946.0432769973,35R
293197.9564828493,2761160.0811147536,35R
292559.5712931005,2760480.777223451,35R
293176.8080202725,2761137.5756186265,35R
310261.5507412057,2779351.7690071966,35R
301466.77909877046,2769967.2660194333,35R
291356.4493052559,2759200.788911399,35R
302289.03438651137,2770843.906999815,35R
301661.58714149194,2770174.945124279,35R
292796.9453409511,2760733.3555179364,35R
296348.4149469254,2764513.8266475354,35R
300184.4888764393,2768600.470285544,35R
271510.20769562887,2738133.456911068,35R
298879.3797703816,2767209.736632061,35R
291770.07632755174,2759640.805280006,35R
292763.475300779,2760697.7408881527,35R
282417.97305777046,2749701.4500949644,35R
292625.7945910514,2760551.2409645943,35R
293718.43348208925,2761713.9874614864,35R
313459.6164008239,2782768.687754958,35R
302212.6572024289,2770762.4715648633,35R
278749.0695297775,2745807.517992432,35R
292012.81844090205,2759899.0523028825,35R
292154.2084898317,2760049.4796360894,35R
292200.41372554435,2760098.6391697987,35R
293546.2802939713,2761530.7703828826,35R
301753.2474312115,2770272.664450354,35R
310219.0575238012,2779306.3837254425,35R
292437.5954633498,2760350.9935717597,35R
290373.5181697042,2758155.3018713635,35R
282345.6823958128,2749624.696507095,35R
293659.3044548563,2761651.0575909447,35R
292411.92685922096,2760323.6823173137,35R
283692.54402158584,2751054.899916354,35R
292722.7155419317,2760654.369793789,35R
293480.2716371847,2761460.5212802785,35R
306203.3655290762,2775019.2597146444,35R
271077.58977189317,2737675.1980490778,35R
291202.30802036286,2759036.8233164973,35R
306719.11473759584,2775569.6625849805,35R
290999.58770602755,2758821.190638293,35R
286480.70643072075,2754016.8817801075,35R
